,TransactionID,Machine,Day,Medication,Type,AmtRemaining
251,ZON8EUG5EIOA,1,2020-07-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
252,2QFRHF207X0V,1,2020-07-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
253,5HO1MGKTNHPX,1,2020-07-31,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
254,3YMDG2GMX4F4,1,2020-07-31,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
255,STK707MD53HK,1,2020-08-01,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
256,1N71Y3F1PGGN,1,2020-08-02,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
257,B4LH8MATTPYM,1,2020-08-03,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
258,TBMY53CM0U3K,1,2020-08-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
259,SVIGWI37FRHJ,1,2020-08-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
260,N8UI7174L6LZ,1,2020-08-06,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
261,4WMAJCU5Z3N2,1,2020-08-06,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
262,UE00DANC7K6N,1,2020-08-07,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
263,0X9KI4UCV51N,1,2020-08-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
264,76RD3D0R8R66,1,2020-08-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
265,7R78QKFEIUJY,1,2020-08-10,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
266,D1MY9WVR5N1T,1,2020-08-10,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
267,GI601MIMJ6TM,1,2020-08-11,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
268,9D85IIPRLKLZ,1,2020-08-12,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
269,M24C5PQ34ULE,1,2020-08-13,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
270,6E9V7MY5FG0N,1,2020-08-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
271,8FKBXZGKXEG2,1,2020-08-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
272,4FD1K0BV85F0,1,2020-08-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
273,OGUOCFQBEZOK,1,2020-08-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
274,BW1DK87PAYAC,1,2020-08-17,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
275,ORZG0PHL9COM,1,2020-08-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
276,UUG4HWYIYP8T,1,2020-08-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
277,Q0BG81INV0PF,1,2020-08-20,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
278,3TUTT8SQXUPY,1,2020-08-20,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
279,C8GFT0TCYDZQ,1,2020-08-21,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
280,3WUL27599XX0,1,2020-08-22,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
281,5RQ6XTBJSLNQ,1,2020-08-23,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
282,8BCSBG924YWT,1,2020-08-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
283,XUMCPNCWMESA,1,2020-08-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
284,IQZWSYRELUFK,1,2020-08-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
285,Z7W2FPSCTGB6,1,2020-08-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
286,PYVVHLX3O4LP,1,2020-08-27,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
287,B4DT07Q64CFT,1,2020-08-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
288,JSS0UGPFYB3P,1,2020-08-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
289,IZPP1W0C589G,1,2020-08-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
290,IDLF2NLJ1BPE,1,2020-08-30,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
291,JA621RA6YX9W,1,2020-08-31,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
292,P1N8C96NJZY5,1,2020-09-01,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
293,CG2O6SNYVHHV,1,2020-09-02,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
294,NB6RT4XW59JW,1,2020-09-03,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
295,TV242HLX6P00,1,2020-09-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
296,ZRWS9GIQVDZX,1,2020-09-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
297,4XIV3XMKF0FX,1,2020-09-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
298,U5NM50WGPMQL,1,2020-09-06,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
299,PXVA63CEX1K4,1,2020-09-07,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,2
300,MD8UFV4QVM4Y,1,2020-09-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
301,T6B1YOAZDZTH,1,2020-09-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
302,05F5TYCQJOJ3,1,2020-09-09,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
303,VWGLAU9CFA5C,1,2020-09-10,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
304,CFP4ZH5E2YVZ,1,2020-09-11,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
305,CSALFSLLEWCW,1,2020-09-12,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
306,4GM4TPZ10SZ0,1,2020-09-13,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
307,1TLDRXEZCZWJ,1,2020-09-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
308,ERVN23FMWWG7,1,2020-09-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
309,16L6HHNIYSTG,1,2020-09-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
310,52VUGYJD8NA0,1,2020-09-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
311,QIZ9MVSJJOZB,1,2020-09-17,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
312,RYYABNBHOXYU,1,2020-09-18,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
313,4191SQAR1KDA,1,2020-09-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
314,8B92E97HCI50,1,2020-09-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
315,AFARABV5LSVS,1,2020-09-20,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
316,QHFGDWDABFLP,1,2020-09-21,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
317,92BA3Y99M0U7,1,2020-09-22,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
318,4JZD3WA3BV6W,1,2020-09-23,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
319,TSW4SL4MPWWQ,1,2020-09-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
320,TXDCK70O8WLX,1,2020-09-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
321,7DC4U92HRKFH,1,2020-09-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
322,JPKQM2TSVOQ2,1,2020-09-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
323,FSL94QXYUQSX,1,2020-09-27,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
324,GJVVOSLBEKDL,1,2020-09-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
325,FTBT2MXRP7P3,1,2020-09-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
326,7Y1I3VD0MU8W,1,2020-09-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
327,158IFY0H16IT,1,2020-09-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
328,MW7Z3CC5LAI0,1,2020-10-01,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
329,MX2L7TQ4Z2YQ,1,2020-10-02,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
330,Y40GPJMJYC51,1,2020-10-03,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
331,OQ2RJF3H96G7,1,2020-10-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
332,XICRL7O6SEHK,1,2020-10-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
333,9LE84AQHMTFF,1,2020-10-05,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
334,RRXUUNFSPC8P,1,2020-10-06,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
335,LVC6C6AQAM7V,1,2020-10-07,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
336,YXFNU35YC7JO,1,2020-10-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
337,46G8TK2HIBJK,1,2020-10-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
338,ZZMH2G16M47F,1,2020-10-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
339,4HGHG6LHUDFQ,1,2020-10-10,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
340,LO1QAH4R1K3I,1,2020-10-11,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
341,1RJ7WNNI5I6G,1,2020-10-12,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
342,DXYZTZ21EV0L,1,2020-10-13,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
343,F6IWI1ZP2DGY,1,2020-10-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
344,PZL6TO67J0Y9,1,2020-10-15,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
345,J3PEULTUAE99,1,2020-10-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
346,VPXPO1VY2V5X,1,2020-10-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
347,8S576V73ALD1,1,2020-10-17,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
348,40X93O1RMXOO,1,2020-10-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
349,XS772XKHZ3SE,1,2020-10-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
350,9JE3ACNJXD1U,1,2020-10-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
351,BPQUPIMYJGXI,1,2020-10-20,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
352,2LIE00XTZQ22,1,2020-10-21,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
353,K4R9KBBBBTRU,1,2020-10-22,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
354,SUJ38DXCRICG,1,2020-10-23,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
355,09SGAW2HXHZR,1,2020-10-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
356,F0Y22LEN7VO9,1,2020-10-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
357,JF5ED60Z61Z9,1,2020-10-25,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
358,WER9H723343U,1,2020-10-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
359,YYMUAXMA20C2,1,2020-10-27,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
360,XAFXZ7PKSPZE,1,2020-10-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,15
361,UCYWTP9K7TYN,1,2020-10-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
362,DVXG54GNDVKN,1,2020-10-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
363,RQ2F9M2EW832,1,2020-10-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
364,ABS2QBX18BNW,1,2020-10-31,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
365,U6AGYAVLFE8D,1,2020-11-01,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
366,PSJMLOIVSWU9,1,2020-11-02,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
367,V5COYQFVPL3U,1,2020-11-03,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
368,W0VZ53Z59V0G,1,2020-11-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,2
369,NB38NHA711NV,1,2020-11-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
370,ZY8Z90M1TXB9,1,2020-11-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
371,B4KL0DKLF5H0,1,2020-11-06,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
372,FSQWKC14WHWS,1,2020-11-07,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
373,N49FKVDRW9EQ,1,2020-11-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
374,0O2OA5D6LZAP,1,2020-11-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
375,1P7AC7R2WB9I,1,2020-11-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,12
376,1Q4M8ARCKY3K,1,2020-11-10,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
377,43RH7X9WZZ0D,1,2020-11-11,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
378,PUTR3ZEHXCB0,1,2020-11-12,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
379,VCZ8S323ROT7,1,2020-11-13,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
380,68NILVLBFGX6,1,2020-11-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
381,D0PC7THH9XZG,1,2020-11-14,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
382,N09292PH3A3F,1,2020-11-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
383,TH26YGDT6GVE,1,2020-11-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
384,ANNCUWSMJRFP,1,2020-11-17,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
385,JHPXHZQSLETY,1,2020-11-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
386,41UD4E278ZKC,1,2020-11-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
387,5R8QE85E3UIA,1,2020-11-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
388,VN9LXBBVW0YF,1,2020-11-20,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
389,0SQGR9NNNG5U,1,2020-11-21,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
390,75WY16OTBADO,1,2020-11-22,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
391,JP61J0LF8DU6,1,2020-11-23,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
392,38L68I7NZTYA,1,2020-11-24,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
393,TRMKKJES1MMH,1,2020-11-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,19
394,DHKG0YYLJU2H,1,2020-11-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
395,DBBZ02GXLQEL,1,2020-11-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
396,3IP6RA5IA3NS,1,2020-11-27,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
397,Q1YFQVCGS0JD,1,2020-11-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
398,GGLC2A28GG35,1,2020-11-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
399,W1SL5S8MAAGL,1,2020-11-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
400,Y9XDA7YKRZSR,1,2020-11-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
401,WUTFEDJRD6OG,1,2020-12-01,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
402,02B6SZ7XBUJT,1,2020-12-02,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,2
403,1S3R0FINP12X,1,2020-12-03,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
404,QWMPBXOWSI0Q,1,2020-12-04,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
405,WPHI7KFR0EOQ,1,2020-12-04,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
406,SF3YEOBGFYY7,1,2020-12-05,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
407,LCTSK7TGAEZY,1,2020-12-06,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,13
408,4OTA5XROGN65,1,2020-12-07,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
409,SD0MM4DQ3DNA,1,2020-12-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,10
410,E54XFXVQO38Z,1,2020-12-08,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
411,9DCYNCKNTEZ6,1,2020-12-09,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
412,R2NGRNJ5EC4G,1,2020-12-10,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,2
413,ONFGP190YVS3,1,2020-12-11,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
414,HMGQ6TDS7HLR,1,2020-12-12,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
415,U1UUNW7VKI7I,1,2020-12-13,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
416,QJDLCLZVDJXB,1,2020-12-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
417,V7OZVOL80X1P,1,2020-12-14,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
418,ZM6645C8H1K0,1,2020-12-15,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
419,AWUUO4LT41W5,1,2020-12-16,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
420,IJBOYXM87A0K,1,2020-12-17,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,6
421,OV3XX76ZW890,1,2020-12-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,4
422,PBKISP1PX6LV,1,2020-12-18,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,2
423,PNPRFJ25WMZW,1,2020-12-19,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
424,LBFFPUAV4Y4Z,1,2020-12-20,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
425,QHWR094HHGWP,1,2020-12-21,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,18
426,LYUHDPNKNNBI,1,2020-12-22,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,17
427,EYP66TNV2D42,1,2020-12-23,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,16
428,7MORF49TRXTX,1,2020-12-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,14
429,ZJ2NIE0XN06V,1,2020-12-24,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,11
430,GRTICC8V91M1,1,2020-12-25,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,9
431,WQJ5XW1V465V,1,2020-12-26,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,8
432,F2NLJ44Z9F9I,1,2020-12-27,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,7
433,KDEBL6T0H88H,1,2020-12-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,5
434,M2W3KIZTL6IO,1,2020-12-28,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,3
435,IBGFYKY8CHCP,1,2020-12-29,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,1
436,LLOCURLLILUS,1,2020-12-30,AZITHromycin 200mg/5ml 15ml PWD,Withdrawal,0
437,RBLLJUJ28TD0,1,2020-12-31,AZITHromycin 200mg/5ml 15ml PWD,Refill,20
438,A5ZJODXG2UU3,1,2020-01-02,AZITHromycin 250mg TAB,Withdrawal,19
439,1FN2CTEM0VYS,1,2020-01-02,AZITHromycin 250mg TAB,Withdrawal,17
440,A8K3ML28F5P1,1,2020-01-03,AZITHromycin 250mg TAB,Withdrawal,16
441,TY569SCZR1RU,1,2020-01-04,AZITHromycin 250mg TAB,Withdrawal,15
442,SDYZ6J2P8DAM,1,2020-01-04,AZITHromycin 250mg TAB,Withdrawal,14
443,6WO6AM3L44X1,1,2020-01-05,AZITHromycin 250mg TAB,Withdrawal,13
444,MBGNBXVDOMSN,1,2020-01-06,AZITHromycin 250mg TAB,Withdrawal,10
445,VUSYWZ7769VR,1,2020-01-07,AZITHromycin 250mg TAB,Withdrawal,8
446,DI0X1ZSW7XAH,1,2020-01-07,AZITHromycin 250mg TAB,Withdrawal,5
447,TZ5XOSO20DEM,1,2020-01-08,AZITHromycin 250mg TAB,Withdrawal,4
448,2V7T2T3CD18Z,1,2020-01-09,AZITHromycin 250mg TAB,Withdrawal,1
449,QVJ3LIOLWLYB,1,2020-01-09,AZITHromycin 250mg TAB,Withdrawal,0
450,QSZA043WKZDD,1,2020-01-10,AZITHromycin 250mg TAB,Refill,20
451,4E9ZOYSY4XLT,1,2020-01-11,AZITHromycin 250mg TAB,Withdrawal,18
452,G3YFEEVPPPHE,1,2020-01-11,AZITHromycin 250mg TAB,Withdrawal,15
453,UIWQKNPQOI59,1,2020-01-12,AZITHromycin 250mg TAB,Withdrawal,14
454,XN6Q5I3I0OLB,1,2020-01-13,AZITHromycin 250mg TAB,Withdrawal,12
455,FGWWZ4CV593F,1,2020-01-14,AZITHromycin 250mg TAB,Withdrawal,10
456,28XRTN17YFQB,1,2020-01-14,AZITHromycin 250mg TAB,Withdrawal,8
457,LD603O5WMVSC,1,2020-01-15,AZITHromycin 250mg TAB,Withdrawal,5
458,W93DAWB2Y5ID,1,2020-01-16,AZITHromycin 250mg TAB,Withdrawal,2
459,5TW4FLC8X903,1,2020-01-16,AZITHromycin 250mg TAB,Withdrawal,1
460,QLNB329MPN77,1,2020-01-17,AZITHromycin 250mg TAB,Withdrawal,0
461,CPE876ONNRLD,1,2020-01-18,AZITHromycin 250mg TAB,Refill,20
462,JMOJ4TX0OI38,1,2020-01-18,AZITHromycin 250mg TAB,Withdrawal,19
463,FKBQTV0GFNRY,1,2020-01-19,AZITHromycin 250mg TAB,Withdrawal,17
464,D12UTJA3W0FE,1,2020-01-20,AZITHromycin 250mg TAB,Withdrawal,15
465,JA1LEYAUHM43,1,2020-01-20,AZITHromycin 250mg TAB,Withdrawal,12
466,LSOCERM16XAB,1,2020-01-21,AZITHromycin 250mg TAB,Withdrawal,11
467,Z3RZ6DL7H2MY,1,2020-01-22,AZITHromycin 250mg TAB,Withdrawal,9
468,VVGLD4U2G9VP,1,2020-01-23,AZITHromycin 250mg TAB,Withdrawal,8
469,GJ1PE9QX6LK4,1,2020-01-23,AZITHromycin 250mg TAB,Withdrawal,5
470,6LDHDHGYN6ET,1,2020-01-24,AZITHromycin 250mg TAB,Withdrawal,2
471,XUSDAR8HQCJM,1,2020-01-25,AZITHromycin 250mg TAB,Withdrawal,0
472,32950IAB46YF,1,2020-01-25,AZITHromycin 250mg TAB,Refill,20
473,4XJKQ2HJKBY0,1,2020-01-26,AZITHromycin 250mg TAB,Withdrawal,18
474,TXMF4JJ9316Z,1,2020-01-27,AZITHromycin 250mg TAB,Withdrawal,17
475,TRVSLUX8FIJR,1,2020-01-27,AZITHromycin 250mg TAB,Withdrawal,15
476,F0W201R8ITBJ,1,2020-01-28,AZITHromycin 250mg TAB,Withdrawal,12
477,4MFAIDUCY76I,1,2020-01-29,AZITHromycin 250mg TAB,Withdrawal,10
478,AH1GFT6RSREM,1,2020-01-30,AZITHromycin 250mg TAB,Withdrawal,9
479,848O4FACRWED,1,2020-01-30,AZITHromycin 250mg TAB,Withdrawal,7
480,MA70KDM45PIJ,1,2020-01-31,AZITHromycin 250mg TAB,Withdrawal,5
481,1AF3OW3RAT84,1,2020-02-01,AZITHromycin 250mg TAB,Withdrawal,3
482,T87BBI2QJ4IK,1,2020-02-01,AZITHromycin 250mg TAB,Withdrawal,1
483,GZ7R8J435PL9,1,2020-02-02,AZITHromycin 250mg TAB,Withdrawal,0
484,X0JRZ9A4LQEG,1,2020-02-03,AZITHromycin 250mg TAB,Refill,20
485,BKW86AQJ7QL0,1,2020-02-03,AZITHromycin 250mg TAB,Withdrawal,19
486,WV1N9YLGMOO4,1,2020-02-04,AZITHromycin 250mg TAB,Withdrawal,16
487,LOUBJSAA8D01,1,2020-02-05,AZITHromycin 250mg TAB,Withdrawal,14
488,MU7SNKU4ZF3N,1,2020-02-05,AZITHromycin 250mg TAB,Withdrawal,12
489,EJI7BY6JUXPD,1,2020-02-06,AZITHromycin 250mg TAB,Withdrawal,10
490,MNTH3TAWVICJ,1,2020-02-07,AZITHromycin 250mg TAB,Withdrawal,9
491,7JRTXITXYQ86,1,2020-02-08,AZITHromycin 250mg TAB,Withdrawal,8
492,WVU7GR13RYVH,1,2020-02-08,AZITHromycin 250mg TAB,Withdrawal,5
493,Y64OGBIUHDVL,1,2020-02-09,AZITHromycin 250mg TAB,Withdrawal,2
494,35BYOMJAP8FV,1,2020-02-10,AZITHromycin 250mg TAB,Withdrawal,0
495,9RAGLDIVT5PQ,1,2020-02-10,AZITHromycin 250mg TAB,Refill,20
496,HTID0I23Y7PF,1,2020-02-11,AZITHromycin 250mg TAB,Withdrawal,19
497,BC1L4YX7JSNB,1,2020-02-12,AZITHromycin 250mg TAB,Withdrawal,18
498,CIVAKFT2OLLK,1,2020-02-12,AZITHromycin 250mg TAB,Withdrawal,16
499,PM8KQRYK61WA,1,2020-02-13,AZITHromycin 250mg TAB,Withdrawal,15
500,VCKAAZMPI7R0,1,2020-02-14,AZITHromycin 250mg TAB,Withdrawal,13
501,9VCN2F4X2K4Z,1,2020-02-14,AZITHromycin 250mg TAB,Withdrawal,12
502,7GRY6ICCWXSS,1,2020-02-15,AZITHromycin 250mg TAB,Withdrawal,9
503,TM5JTSQQF7X3,1,2020-02-16,AZITHromycin 250mg TAB,Withdrawal,8
504,PCD6KIABSLVL,1,2020-02-17,AZITHromycin 250mg TAB,Withdrawal,6
505,98K8KUMV5VOL,1,2020-02-17,AZITHromycin 250mg TAB,Withdrawal,3
506,Q4W9FNNZAPBM,1,2020-02-18,AZITHromycin 250mg TAB,Withdrawal,1
507,YVTT784WUAWH,1,2020-02-19,AZITHromycin 250mg TAB,Withdrawal,0
508,3MZS1VZKWRQ6,1,2020-02-19,AZITHromycin 250mg TAB,Refill,20
509,RZIY6OIZGFWU,1,2020-02-20,AZITHromycin 250mg TAB,Withdrawal,18
510,W8QF04AXAB83,1,2020-02-21,AZITHromycin 250mg TAB,Withdrawal,16
511,796DU7CR15V9,1,2020-02-21,AZITHromycin 250mg TAB,Withdrawal,15
512,WS0PRUEPC7SH,1,2020-02-22,AZITHromycin 250mg TAB,Withdrawal,13
513,084G4DF507O4,1,2020-02-23,AZITHromycin 250mg TAB,Withdrawal,11
514,FI65YF47GLRW,1,2020-02-24,AZITHromycin 250mg TAB,Withdrawal,9
